City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
300,brookings,-16.8992,-57.6594,38.04,46,10,2.11,BR,1730386800
301,mount gambier,69.4886,159.9959,-9.45,93,100,8.21,RU,1730386800
302,machico,29.2139,62.7299,21.79,20,10,1.4,AF,1730386800
303,catumbela,-49.9649,-100.8773,5.34,59,61,11.46,,1730386800
304,luimneach,-63.5954,2.5422,-2.48,88,100,1.61,,1730386800
305,molepolole,84.6593,-1.1433,-8.47,95,97,7.56,,1730386800
306,churapcha,85.5814,-169.1624,-14.56,95,100,7.56,,1730386800
307,shchyolkino,-27.9538,137.5533,29.94,18,79,6.7,,1730386800
308,zuyevka,57.3821,-84.0944,1.51,77,100,14.36,,1730386800
309,astara,20.0896,144.4414,28.23,72,47,9.57,,1730386800
310,carnarvon,36.3509,-65.1548,20.37,66,50,5.04,,1730386800
311,ambon,-69.4506,38.3641,-8.99,66,95,1.74,,1730386800
312,cadale,81.3235,-1.7826,-5.36,95,100,6.11,,1730386800
313,chardara,87.4629,11.4847,-4.74,95,100,3.93,,1730386800
314,ak-suu,-76.923,17.4781,-33.72,88,24,5.29,,1730386800
315,marion,0.658,-150.8408,26.23,71,98,7.62,,1730386800
316,krasnyy oktyabr',64.593,-29.8483,2.61,44,16,13.27,,1730386800
317,pisco,70.0091,-145.0162,-11.79,90,36,6.1,US,1730386800
318,pingliang,-15.4694,-113.8332,23.81,69,92,7.68,,1730386800
319,bay harbor,70.5013,-67.6759,-0.99,92,100,11.34,CA,1730386800
320,stanley,-34.746,87.2269,12.44,60,19,8.98,,1730386800
321,taltal,44.855,-140.1961,12.65,84,91,10.62,,1730386800
322,al ghayzah,-43.2278,-159.4976,12.42,97,100,12.25,,1730386800
323,"ak""yar",75.5374,107.6214,-23.42,100,94,0.79,,1730386800
324,khash,-14.2758,-115.8375,23.99,75,87,7.88,,1730386800
325,axim,-6.1632,135.0292,28.6,76,76,1.55,,1730386800
326,coyhaique,-68.4937,161.1221,-7.01,82,100,19.54,,1730386800
327,holualoa,13.9425,-77.646,28.53,78,99,7.66,,1730386800
328,kingston,21.4157,127.942,28.46,86,99,10.39,,1730386800
329,sinop,6.279,-110.8612,25.96,67,85,5.59,,1730386800
330,dalhart,-8.043,-141.1169,25.57,76,52,3.27,,1730386800
331,baiyin,-53.1574,22.0715,1.33,98,100,12.48,,1730386800
332,dorado,-46.5898,-128.0566,9.0,84,100,16.74,,1730386800
333,guozhen,1.1568,-126.5077,23.75,81,99,6.72,,1730386800
334,strezhevoy,87.0833,-16.0909,-7.5,96,100,4.02,,1730386800
335,adam,82.9363,-59.2806,-9.95,93,100,10.05,,1730386800
336,cole harbour,78.4663,56.4342,0.73,93,83,6.45,,1730386800
337,la'ie,18.6554,153.8675,28.02,79,33,7.65,,1730386800
338,ponta delgada,37.5703,-11.4581,18.07,65,20,0.81,,1730386800
339,tobruk,-51.7537,-160.8709,7.74,83,85,6.65,,1730386800
340,mejit,-0.4582,-12.5121,25.66,81,46,6.11,,1730386800
341,darwin,34.9115,132.5009,10.56,88,100,1.82,JP,1730386800
342,los frentones,-81.1792,-26.7884,-20.12,82,47,4.56,,1730386800
343,daru,27.5845,-14.797,20.78,64,0,2.86,ES,1730386800
344,fauske,-70.2696,134.6699,-32.88,94,91,6.39,,1730386800
345,kyshtovka,57.2267,139.0027,-10.75,71,78,6.78,RU,1730386800
346,brisas de zicatela,85.3562,28.6134,-4.89,86,89,4.61,,1730386800
347,alofi,-4.9369,153.505,29.19,73,62,3.67,,1730386800
348,ronneby,5.465,124.7667,28.77,73,79,1.95,PH,1730386800
349,kananga,-80.6855,-173.6693,-23.52,91,95,2.21,,1730386800
350,st. john's,18.7171,-60.7347,26.37,79,100,9.8,,1730386800
351,kibale,-20.4186,164.4889,21.79,78,69,3.04,NC,1730386800
352,lobito,54.1615,66.3295,2.45,70,91,1.78,KZ,1730386800
353,suntar,27.7502,-134.9894,20.97,65,40,5.51,,1730386800
354,tianfu,5.6409,-34.399,27.4,75,51,2.62,,1730386800
355,tazovsky,35.3462,23.9736,7.69,61,39,5.79,GR,1730386800
356,kimbe,45.4591,-69.5349,17.43,87,84,2.63,US,1730386800
357,san andres,-63.6568,145.235,-7.29,94,100,10.1,,1730386800
358,felixstowe,-38.6121,33.5119,13.96,66,14,2.84,,1730386800
359,kerimaki,-57.6179,93.2326,-0.38,89,98,9.63,,1730386800
360,ha'il,27.2873,120.7867,23.91,96,100,13.49,CN,1730386800
361,westport,-0.9569,-90.1887,21.34,87,88,5.05,EC,1730386800
362,chui,61.7675,129.4205,-19.29,97,85,0.89,RU,1730386800
363,champerico,-2.0503,-168.6446,26.67,74,20,4.3,,1730386800
364,kiunga,-40.9038,-80.389,11.99,85,97,10.28,,1730386800
365,morrope,-0.8776,158.7282,28.78,67,99,1.85,,1730386800
366,al marj,-37.2815,117.9206,14.46,79,100,9.68,,1730386800
367,quellon,60.714,133.8277,-21.99,100,93,0.55,RU,1730386800
368,tete,2.5173,31.0346,26.26,64,100,0.95,UG,1730386800
369,narasannapeta,63.1044,-120.1315,-9.06,89,100,6.12,CA,1730386800
370,kapustin yar,9.9273,149.3218,28.95,73,81,5.26,FM,1730386800
371,penhalonga,70.983,-173.816,-1.72,72,100,12.08,,1730386800
372,burang,27.8027,-47.3795,22.58,55,88,8.76,,1730386800
373,coahuayana de hidalgo,42.4691,-123.1908,5.54,95,100,1.12,US,1730386800
374,am djarass,66.856,130.5543,-27.51,96,75,1.11,RU,1730386800
375,ola,55.3508,-7.3493,14.65,86,63,6.36,IE,1730386800
376,saint-pierre,-38.5017,39.5357,13.35,76,48,8.12,,1730386800
377,lang son,62.9453,-5.5696,6.56,88,100,9.15,FO,1730386800
378,dzuunmod,39.5116,146.5179,15.65,61,22,7.19,,1730386800
379,mahanoro,77.6112,-26.7249,-18.7,90,100,14.41,,1730386800
380,puerto deseado,-42.3929,15.9143,12.67,84,27,9.42,,1730386800
381,vorkuta,-26.7397,-25.1483,21.98,81,99,5.72,,1730386800
382,new norfolk,73.2547,-107.6069,-10.89,88,100,3.5,,1730386800
383,port shepstone,39.8829,-132.1167,16.11,67,75,10.7,,1730386800
384,khandyga,-5.6464,-26.4088,25.14,75,40,6.91,,1730386800
385,kutloanong,-27.4692,-178.1767,19.0,62,0,2.55,,1730386800
386,chibuto,54.4755,-168.3047,5.67,84,72,11.25,US,1730386800
387,belmonte,-28.1879,-2.5517,18.17,77,29,6.31,,1730386800
388,bonthe,6.5582,118.8566,28.66,73,100,0.74,PH,1730386800
389,san julian,74.6421,53.2355,1.9,72,83,9.96,,1730386800
390,kultali,48.7019,-54.0053,5.47,92,100,7.37,CA,1730386800
391,vallenar,2.8863,-39.1783,27.27,74,14,2.74,,1730386800
392,korinthos,0.2184,47.3713,26.65,77,53,3.34,,1730386800
393,andergrove,13.0793,55.0014,26.92,68,7,3.84,YE,1730386800
394,ozernyy,57.5125,-64.2709,-4.89,93,100,13.81,,1730386800
395,dudinka,-48.0854,-164.2435,10.38,94,99,6.58,,1730386800
396,dogondoutchi,-86.631,44.9317,-31.75,92,100,5.25,,1730386800
397,cimarron hills,16.906,5.7225,33.4,9,71,2.83,NE,1730386800
398,priozersk,30.3523,-17.9341,21.47,73,3,5.69,,1730386800
399,zalingei,47.7906,127.5002,5.88,80,89,2.49,CN,1730386800
400,balqash,-30.0147,-120.8321,16.19,62,90,7.06,,1730386800
401,howard springs,38.9216,-101.1734,6.56,76,1,1.6,US,1730386800
402,plyeshchanitsy,28.9011,-25.5257,22.72,65,21,4.12,,1730386800
403,nan,56.2251,-5.1582,11.06,98,100,2.82,GB,1730386800
404,papao,-32.246,-158.3815,17.91,87,100,10.92,,1730386800
405,general conesa,-56.2682,-66.3253,5.64,94,100,8.95,,1730386800
406,arraial do cabo,-17.0507,35.8134,27.93,56,100,4.26,MW,1730386800
407,xinqing,-20.7432,155.6101,23.01,67,1,3.4,,1730386800
408,san antonio del coyote,29.3763,147.4159,25.04,61,99,10.17,,1730386800
409,likiep,74.3027,148.6702,-12.41,94,20,2.51,,1730386800
410,tromso,23.8814,-73.5351,26.51,69,23,13.03,BS,1730386800
411,colonia,-18.1165,51.1638,25.04,77,59,6.1,,1730386800
412,rongelap,25.0064,-17.4713,21.51,68,21,5.58,,1730386800
413,resende,37.3767,-25.1504,21.72,72,24,4.42,PT,1730386800
414,mersing,52.3085,68.4722,1.68,89,98,0.3,KZ,1730386800
415,gargalianoi,-62.5838,114.1703,-7.95,87,51,4.43,,1730386800
416,susuman,24.8703,33.7033,27.38,19,0,4.26,EG,1730386800
417,vershino-darasunskiy,70.6096,127.2293,-29.08,98,89,0.16,RU,1730386800
418,luanda,54.215,119.3744,-5.57,97,99,1.45,RU,1730386800
419,nuuk,-1.6132,-114.5681,22.36,81,78,4.53,,1730386800
420,ciudad madero,89.8476,3.2689,-7.99,95,99,8.24,,1730386800
421,nyaunglebin,-82.3161,34.4559,-33.96,81,81,5.44,,1730386800
422,whitecourt,80.575,-2.5627,-7.43,92,100,11.0,,1730386800
423,sibenik,80.6896,158.4924,-16.65,96,100,4.49,,1730386800
424,alotau,-49.7404,-6.8253,2.56,84,80,13.53,,1730386800
425,veraval,78.8216,112.3314,-13.45,93,96,7.01,,1730386800
426,quang ngai,-69.692,-12.1123,-7.63,87,100,2.64,,1730386800
427,okha,-4.1902,-160.2796,26.55,73,24,3.36,,1730386800
428,saurimo,29.2835,-88.305,25.36,85,61,9.06,US,1730386800
429,nizhniy ingash,68.1557,-120.2925,-14.37,98,100,1.95,,1730386800
430,macae,65.0174,27.5519,-0.36,83,49,1.66,FI,1730386800
431,luganville,79.82,-66.9637,-12.95,79,100,4.46,,1730386800
432,tchibanga,-43.4408,-15.848,8.63,75,53,16.61,,1730386800
433,arsk,-34.1832,-177.6647,16.23,75,43,6.06,,1730386800
434,remire-montjoly,-88.2104,89.7529,-36.78,99,33,4.25,,1730386800
435,vylkove,48.1254,35.398,13.67,65,100,4.08,UA,1730386800
436,panyam,-85.0796,-88.3746,-27.51,65,9,4.92,,1730386800
437,isoka,-48.7815,-174.741,10.44,88,100,8.55,,1730386800
438,novodvinsk,51.2262,-40.1323,6.72,52,94,7.53,,1730386800
439,grand-bassam,-72.5376,-165.0069,-20.61,100,79,3.69,,1730386800
440,kavieng,-4.4994,175.3104,28.19,68,19,5.12,,1730386800
441,fada,-85.6701,-35.4405,-27.06,85,90,5.19,,1730386800
442,lerwick,69.0886,-145.9747,-19.08,73,81,3.43,US,1730386800
443,kruisfontein,-4.467,-162.9689,26.58,73,11,3.93,,1730386800
444,olyokminsk,30.5924,130.3583,23.87,84,100,10.54,JP,1730386800
445,merizo village,-14.3746,72.2287,25.76,85,52,7.71,,1730386800
446,nueva concepcion,-8.117,9.4707,23.68,78,100,3.62,,1730386800
447,salekhard,-29.778,103.7181,18.51,85,100,4.13,,1730386800
448,petropavlivka,-19.9996,76.7998,22.91,77,63,8.6,,1730386800
449,valparaiso,58.5928,-161.6548,3.42,86,71,1.09,US,1730386800
450,kimberley,48.6595,-142.3408,9.61,85,100,5.7,,1730386800
451,peniche,-57.3273,-47.5822,-0.36,81,77,12.64,,1730386800
452,tura,-57.616,-176.0919,4.47,84,61,11.99,,1730386800
453,clayton,-2.3469,167.196,28.19,75,7,3.57,,1730386800
454,rach gia,-11.4905,-105.5397,22.67,69,97,7.66,,1730386800
455,san ignacio de velasco,-11.5826,51.3127,26.53,74,14,8.65,,1730386800
456,kudahuvadhoo,30.4372,-42.9708,21.6,56,4,10.69,,1730386800
457,palmer,14.9866,125.048,28.61,82,100,7.82,PH,1730386800
458,laguna,4.5468,-32.9541,27.37,75,9,1.93,,1730386800
459,alaghsas,-45.9625,-115.4539,8.8,87,100,13.8,,1730386800
460,selfoss,36.9862,77.536,-1.48,50,6,0.34,CN,1730386800
461,tralee,-14.7266,-14.5506,21.58,74,85,6.96,,1730386800
462,revda,71.9755,-105.6486,-17.0,95,15,4.32,,1730386800
463,jaguaquara,4.482,-78.5806,25.46,89,100,6.11,CO,1730386800
464,la valla,-7.2025,4.2603,22.68,78,93,3.5,,1730386800
465,wanning,14.3349,-84.6407,24.31,98,99,0.92,NI,1730386800
466,bengkulu,17.804,46.616,32.07,16,9,4.41,SA,1730386800
467,narvik,-15.3586,31.9036,22.44,79,99,3.53,MZ,1730386800
468,vanimo,-41.9762,-32.7078,10.47,76,30,4.24,,1730386800
469,bouca,-38.5139,-81.6131,12.8,80,99,9.59,,1730386800
470,fangshan,50.7671,-63.5533,5.92,93,100,3.46,CA,1730386800
471,fort bragg,-58.3955,49.0861,-0.49,91,100,15.8,,1730386800
472,great falls,52.1437,121.8333,-0.22,98,100,1.32,CN,1730386800
473,vega de alatorre,-48.6171,-30.5097,3.96,82,97,13.18,,1730386800
474,prince george,1.3274,-109.3527,20.93,79,70,5.48,,1730386800
475,el calafate,40.4501,-132.1141,15.8,67,75,11.22,,1730386800
476,babu,45.8387,-58.3759,10.3,85,100,13.81,CA,1730386800
477,piacabucu,72.0767,-117.5959,-20.93,100,92,0.82,CA,1730386800
478,isfahan,1.9592,-95.7072,21.98,77,93,5.29,,1730386800
479,ishigaki,42.6478,-116.6855,-1.24,91,95,1.81,US,1730386800
480,cidreira,59.0916,14.2369,11.62,86,100,9.98,SE,1730386800
481,sault ste. marie,31.7124,22.5784,23.89,41,0,9.22,LY,1730386800
482,namtsy,-13.3502,80.1047,27.19,82,79,9.11,,1730386800
483,tucurui,54.3329,-72.6937,-2.95,84,59,9.88,CA,1730386800
484,aliabad,-69.6316,-94.3499,-11.51,89,31,2.72,,1730386800
485,vilyuysk,28.83,81.7864,14.28,90,10,1.59,NP,1730386800
486,saint-francois,-34.4351,-66.0059,26.63,48,96,3.07,AR,1730386800
487,uliastay,26.9203,-56.5351,23.81,63,100,10.9,,1730386800
488,ushtobe,-9.1602,177.1041,28.57,74,97,4.51,,1730386800
489,labytnangi,-16.3109,-93.9784,19.37,73,97,6.74,,1730386800
490,vryburg,-11.8412,-155.4042,26.6,81,51,6.91,,1730386800
491,luderitz,-85.2785,167.0706,-27.89,67,99,6.12,,1730386800
492,ar ruseris,-7.1016,144.4117,23.45,99,100,0.26,PG,1730386800
493,kargasok,64.2023,-158.7366,-8.58,72,83,4.75,,1730386800
494,rawson,30.2673,-57.8149,21.79,59,85,8.32,,1730386800
495,kandhla,-24.3,85.6437,20.49,74,73,8.65,,1730386800
496,guna,63.2029,-41.7471,-12.81,54,31,2.32,,1730386800
497,howrah,-79.9634,-144.6759,-22.89,81,0,2.26,,1730386800
498,solnechnyy,18.2802,-63.3944,25.46,80,100,11.49,AI,1730386800
499,bereeda,44.9487,137.6488,10.48,79,64,4.21,RU,1730386800
500,cooper's town,17.734,-139.4924,24.91,78,100,9.3,,1730386800
501,kailua-kona,43.1009,150.9794,10.68,68,47,11.14,,1730386800
502,nyurba,-7.3503,-65.4903,31.15,80,100,1.36,BR,1730386800
503,lyantor,42.7798,-17.1147,16.93,88,97,7.26,,1730386800
504,masaka,-76.3734,101.505,-40.79,99,98,3.5,,1730386800
505,port-vila,78.5497,-13.2668,-18.27,90,99,2.2,,1730386800
506,jiangyin,-24.6596,140.5501,30.51,12,1,1.88,AU,1730386800
507,valle de la pascua,38.5665,176.2371,22.31,86,100,23.81,,1730386800
508,masterton,-11.5091,90.6581,26.75,75,69,7.71,,1730386800
509,zaozersk,57.9799,179.8593,5.31,89,96,13.18,,1730386800
510,pacasmayo,-81.3734,-142.7021,-25.9,94,5,1.56,,1730386800
511,dryden,-44.9237,148.7755,10.2,67,78,13.75,,1730386800
512,inirida,50.1535,126.3581,-0.52,93,100,1.33,CN,1730386800
513,urengoy,-58.7806,-127.7427,-2.21,60,100,11.25,,1730386800
514,rozhyshche,14.0202,-39.2398,27.01,77,12,6.28,,1730386800
515,pavlovsk,23.0735,-17.067,19.94,80,51,7.87,EH,1730386800
516,ijuw,84.0051,60.916,-2.11,95,70,7.65,,1730386800
517,terekli-mekteb,25.6511,-161.2868,25.55,72,13,9.34,,1730386800
518,mariehamn,-22.3617,-67.5371,6.65,11,0,3.57,CL,1730386800
519,praia da vitoria,21.275,114.7194,27.27,72,90,6.57,HK,1730386800
520,muisne,37.4172,63.3963,16.31,38,79,3.58,TM,1730386800
521,krasnokholmskiy,50.8151,-132.1076,10.21,84,93,5.94,,1730386800
522,galveston,78.8395,21.8905,-7.05,71,82,1.12,SJ,1730386800
523,kingscliff,81.4394,100.2938,-4.91,95,100,5.47,,1730386800
524,kayangel,-70.7223,-68.3393,-8.41,81,41,3.04,,1730386800
525,mingoyo,5.9446,144.8498,28.68,73,66,1.91,,1730386800
526,gounou gaya,-18.2503,116.9373,28.0,77,16,5.91,,1730386800
527,arilje,11.1819,81.4373,28.94,71,32,2.72,,1730386800
528,port harcourt,67.3189,27.037,-3.76,76,24,1.63,FI,1730386800
529,tommot,-37.9435,179.9767,15.99,83,1,6.92,,1730386800
530,juneau,-35.9123,-145.8208,15.06,72,60,3.76,,1730386800
531,sinabang,-72.892,30.0268,-21.28,66,75,8.56,,1730386800
532,hammerfest,-28.4557,126.5517,25.89,34,8,8.25,AU,1730386800
533,greymouth,15.9512,149.3229,28.21,80,75,10.17,,1730386800
534,nizhny tagil,-85.2504,95.3824,-39.91,93,18,4.8,,1730386800
535,thunder bay,-64.3745,-163.1518,-1.13,98,100,3.9,,1730386800
536,mili,88.3405,-21.8783,-4.03,96,100,7.16,,1730386800
537,lucas,77.0064,-111.7569,-19.86,100,74,2.78,,1730386800
538,tanjung tokong,70.5588,171.987,-6.0,92,100,8.32,RU,1730386800
539,torghay,32.4286,-77.5681,24.22,64,43,5.75,,1730386800
540,acton vale,-35.0714,-4.9895,15.48,75,100,5.38,,1730386800
541,kerema,-0.6513,-14.8898,25.68,84,78,5.99,,1730386800
542,mamuju,85.418,35.5912,-4.82,93,99,4.99,,1730386800
543,argo,-79.6533,4.6813,-30.85,78,62,6.08,,1730386800
544,horta,-56.8724,-168.6215,4.48,88,84,11.47,,1730386800
545,gur'yevsk,-6.5178,42.5419,27.38,81,52,5.25,,1730386800
546,trinity beach,83.9011,144.2056,-14.32,93,100,8.53,,1730386800
547,omdurman,30.0155,-6.7022,22.64,24,2,3.55,MA,1730386800
548,hope,-12.7723,119.2785,29.02,78,62,6.29,,1730386800
549,san fernando,-16.3003,-57.9302,37.04,52,7,2.58,BR,1730386800
550,san pedro,-33.5196,74.9669,13.71,60,33,6.37,,1730386800
551,nova vicosa,22.8192,-136.9181,22.77,66,97,6.65,,1730386800
552,buguruslan,-64.0169,108.3692,-12.26,96,50,2.65,,1730386800
553,mahalapye,-36.4304,-111.9376,12.79,68,41,9.56,,1730386800
554,lincheng,-21.8258,26.2372,28.6,32,1,7.34,BW,1730386800
555,ambikapur,-62.0238,67.2916,-6.38,90,100,10.01,,1730386800
556,paso de los toros,71.7483,55.5806,1.16,98,100,9.43,,1730386800
557,saudarkrokur,-69.0802,18.2296,-6.6,87,100,4.17,,1730386800
558,fort st. john,-5.8787,1.2066,23.1,78,100,4.42,,1730386800
559,port hedland,-49.2729,63.4104,6.05,93,100,18.13,,1730386800
560,bandarbeyla,-4.6483,-176.1077,27.35,70,5,3.15,,1730386800
561,skipton,79.5237,-1.2241,-7.48,94,100,9.22,,1730386800
562,puerto leguizamo,-59.2493,88.4295,-0.31,79,100,7.34,,1730386800
563,nieuw amsterdam,-42.4292,126.7088,10.0,74,77,4.92,,1730386800
564,tamiahua,57.7663,-164.1061,5.16,84,27,6.81,US,1730386800
565,sao vicente,-17.7516,14.2967,35.67,7,1,1.33,NA,1730386800
566,corinto,26.6545,130.93,27.95,86,76,7.77,JP,1730386800
567,roma,7.7251,67.7244,28.3,73,17,1.74,,1730386800
568,tres palos,-12.1932,11.9737,23.85,74,90,3.7,,1730386800
569,tongouson,83.5515,6.9388,-8.52,94,96,6.45,,1730386800
570,haimen,83.0392,90.5977,-3.51,95,100,6.12,,1730386800
571,ugoofaaru,-13.2273,100.5121,25.77,81,93,5.67,,1730386800
572,'izbat al burj,-51.8137,132.805,4.1,61,77,11.75,,1730386800
573,karachayevsk,-29.8079,-165.7362,18.39,83,52,5.91,,1730386800
574,raduzhny,-73.3828,15.0504,-29.2,88,100,6.74,,1730386800
575,gizo,43.1339,-135.6943,14.23,74,88,11.88,,1730386800
576,krasnovishersk,-46.7025,134.6245,7.83,61,83,11.32,,1730386800
577,sirte,39.9603,-149.0098,17.51,91,99,9.13,,1730386800
578,griffith,34.5245,-15.3206,20.46,66,47,6.59,,1730386800
579,colac,-88.0528,158.7055,-37.37,99,10,4.75,,1730386800
580,okhotsk,-12.5471,14.1232,30.2,36,100,4.29,AO,1730386800
581,boguchany,52.5728,-8.73,14.39,80,62,1.26,IE,1730386800
582,puerto san jose,89.4627,-75.7982,-7.92,94,100,8.22,,1730386800
583,perevolotskiy,77.4182,44.4352,1.81,83,100,8.39,,1730386800
584,teknaf,26.4389,-134.5972,21.18,66,26,5.53,,1730386800
585,jieshi,18.6161,158.3444,27.61,81,24,7.08,,1730386800
586,loukhi,-45.0565,91.9078,6.08,70,99,10.34,,1730386800
587,sanford,-5.4395,-6.2705,23.49,77,100,6.0,,1730386800
588,las palmas de gran canaria,-50.48,-143.7335,9.01,89,79,3.05,,1730386800
589,bayanhongor,-24.5098,25.2052,30.53,21,2,5.66,BW,1730386800
590,guerrero negro,-56.3535,165.0074,2.17,67,100,15.98,,1730386800
591,myrtle beach,62.0173,132.4954,-21.74,99,74,1.0,RU,1730386800
592,crane,45.8173,35.6382,14.9,79,81,6.42,UA,1730386800
593,charlottetown,-68.2577,137.4927,-17.44,94,100,8.91,,1730386800
594,palikir - national government center,-62.6079,18.6519,-3.01,70,96,2.61,,1730386800
595,turpan,81.8837,144.902,-14.33,92,100,7.41,,1730386800
596,ottumwa,58.7674,51.2545,0.98,98,100,2.68,RU,1730386800
597,xinyu,38.4455,49.3146,17.43,68,44,4.09,AZ,1730386800
598,cable beach,-24.5923,109.7537,21.72,78,2,6.9,,1730386800
599,namibe,-3.3733,126.5867,19.96,93,91,0.57,ID,1730386800
600,kalisz,-36.0625,-125.7723,13.32,63,91,6.06,,1730386800
601,mtambile,85.5739,-67.47,-8.51,94,100,7.28,,1730386800
602,port saint john's,-1.0255,48.7607,27.08,70,34,3.62,,1730386800
